,link,text,user,date,is-retweet,is-pinned,external-link,replying-to,quoted-post,stats,pictures,videos,gifs
17,https://twitter.com/JimyTuits/status/1862492718095900909#m,👀 $EVI  Like 😎 🙏  #investing #ToTheMoon #news #UnusualActivity #daytrading #StocksToWatch #StocksToBuy #wallstreet #bottomfishing #StockMarket #Stocks #options #marketupdates #tradingstrategy #ChatGPT,"{'name': '☘️ Jimy.app@𝕏', 'username': '@JimyTuits', 'profile_id': '1691295848150286336', 'avatar': 'https://pbs.twimg.com/profile_images/1691295848150286336/q1hWktn1_bigger.jpg'}","Nov 29, 2024 · 1:44 PM UTC",False,False,,[],{},"{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",[],[],[]
18,https://twitter.com/AletihadEn/status/1862492658041516452#m,#UAE #stockmarket closures    #AletihadNewsCenter #ADX #DFM #stockmarkets @ADX_AE @DFMalerts,"{'name': 'Aletihad English', 'username': '@AletihadEn', 'profile_id': '1704038361189498880', 'avatar': 'https://pbs.twimg.com/profile_images/1704038361189498880/MJ_UogWi_bigger.jpg'}","Nov 29, 2024 · 1:43 PM UTC",False,False,,[],{},"{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",['https://pbs.twimg.com/media/GdjnLrhX0AEWav8.jpg'],[],[]
19,https://twitter.com/mybookmojo/status/1862335877063876629#m,EMA vs SMA📊  Learn & Practice📈 #stocks #trading #stockmarket,"{'name': 'Mybookmojo', 'username': '@mybookmojo', 'profile_id': '1694592642846208000', 'avatar': 'https://pbs.twimg.com/profile_images/1694592642846208000/G-Z1kBfc_bigger.jpg'}","Nov 29, 2024 · 3:20 AM UTC",True,False,,[],{},"{'comments': 1, 'retweets': 26, 'quotes': 0, 'likes': 143}",['https://pbs.twimg.com/media/GdhYmlaXQAAduNw.jpg'],[],[]
20,https://twitter.com/SeekingAlpha/status/1860788642161340589#m,$LAC $LAC:CA - Lithium Americas: Long-Term Value And Growth As US Poised To Dominate Lithium By 2035. https://seekingalpha.com/article/4739946-lithium-americas-long-term-value-growth-us-poised-to-dominate-lithium-by-2035?source=feed_f&utm_campaign=twitter_automated&utm_content=article&utm_medium=social&utm_source=twitter_automated #finance #stockmarket #stocks,"{'name': 'Seeking Alpha', 'username': '@SeekingAlpha', 'profile_id': '534299535552421888', 'avatar': 'https://pbs.twimg.com/profile_images/534299535552421888/eHacq8EQ_bigger.png'}","Nov 24, 2024 · 8:52 PM UTC",True,False,,[],{},"{'comments': 1, 'retweets': 3, 'quotes': 0, 'likes': 5}",[],[],[]
21,https://twitter.com/AstroSharmistha/status/1862042975674790241#m,#StockMarket is going exactly as per my prediction which was done in Sept. Mid October correction then a bit recovery once Saturn direct again end of Nov gng down. Now wait for rest of the prediction to come true in December. Where are those who predicted #Nifty will touch 25k then 27k? Please tag them here.,"{'name': 'Astro Sharmistha', 'username': '@AstroSharmistha', 'profile_id': '703137384578158592', 'avatar': 'https://pbs.twimg.com/profile_images/703137384578158592/dTv-b4wI_bigger.jpg'}","Nov 28, 2024 · 7:56 AM UTC",True,False,,[],{},"{'comments': 137, 'retweets': 89, 'quotes': 6, 'likes': 1291}",[],[],[]
22,https://twitter.com/vishal_susheel/status/1862136721988575490#m,"🚀 This Hidden GEM is Set to 3x🚀  💰 CMP 18 | TARGET 54+🎯💰  📌Follow, Retweet, and Comment to get a stock name in your DM  #nifty #HFCL #OptionsTrading #Adani #StocksToBuy #paytm #stockmarket #StockMarket #BreakoutStock #PennyStock #Paytm #SwingTrading #HFCL #IREDA #NTPC #ipo","{'name': 'Vishal Susheel (Vizu Stock Market Hints)', 'username': '@vishal_susheel', 'profile_id': '1359091412512329729', 'avatar': 'https://pbs.twimg.com/profile_images/1359091412512329729/g0aUbpW2_bigger.jpg'}","Nov 28, 2024 · 2:09 PM UTC",True,False,,[],{},"{'comments': 63, 'retweets': 43, 'quotes': 1, 'likes': 66}",['https://pbs.twimg.com/media/GdejE7pXsAA16FX.png'],[],[]
23,https://twitter.com/AuzhraX/status/1862492496976040256#m,Balls deep rn  Goodluck👀.  #VIX #Volatility #StockMarket #DowJones #NASDAQ,"{'name': 'Auz', 'username': '@AuzhraX', 'profile_id': '1807503336813555712', 'avatar': 'https://pbs.twimg.com/profile_images/1807503336813555712/nNZv75Nt_bigger.jpg'}","Nov 29, 2024 · 1:43 PM UTC",False,False,,[],"{'link': 'https://twitter.com/AuzhraX/status/1857450471574708596#m', 'text': 'Watch the $VIX  😉😏😏.  #volatility #VIX #NASDAQ100 #DowJones #SPX #SP500 #Commodities #Index #Trading', 'user': {'name': 'Auz', 'username': '@AuzhraX', 'profile_id': '1807503336813555712', 'avatar': 'https://pbs.twimg.com/profile_images/1807503336813555712/nNZv75Nt_mini.jpg'}, 'date': 'Nov 15, 2024 · 3:47 PM UTC', 'pictures': [], 'videos': [], 'gifs': []}","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",[],[],[]
24,https://twitter.com/zamindar317/status/1862492050060345780#m,"#StockMarket bottom Ka toh Pata nai but seems like #GDPGrowth Ka bottom AA jaega in next 4 years. Thank you @nsitharaman for never listening to middle class , industries and most importantly tax payers 🙏","{'name': 'zamindar', 'username': '@zamindar317', 'profile_id': '1809190037164318721', 'avatar': 'https://pbs.twimg.com/profile_images/1809190037164318721/w75ycjbc_bigger.jpg'}","Nov 29, 2024 · 1:41 PM UTC",False,False,,[],{},"{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",[],[],[]
25,https://twitter.com/rymondIncKenya/status/1862491956259238239#m,"U.S. markets open for a shortened session after Thanksgiving. Dow & S&P 500 near record highs despite tech sell-offs. Fed minutes signal cautious, gradual rate cuts as inflation hits 2.3% YoY, matching expectations. #StockMarket #SP500 #Nasdaq100 #Russell2000 #FederalReserve","{'name': 'Rymond_Inc', 'username': '@rymondIncKenya', 'profile_id': '1761014468245389312', 'avatar': 'https://pbs.twimg.com/profile_images/1761014468245389312/5fveWed8_bigger.jpg'}","Nov 29, 2024 · 1:41 PM UTC",False,False,,[],{},"{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",['https://pbs.twimg.com/media/GdjmYnhW8AA9iEG.png'],[],[]
26,https://twitter.com/anujprajapati11/status/1861823676846338192#m,Indian Stock Market Charges 😳  #StockMarket #stockmarketcrash #StockMarketIndia #Stockmarkets #niftyOptions #StockTrading #Nifty50 #niftycrash #investment,"{'name': 'Anuj Prajapati', 'username': '@anujprajapati11', 'profile_id': '1426910366416572424', 'avatar': 'https://pbs.twimg.com/profile_images/1426910366416572424/AxZHm7t8_bigger.jpg'}","Nov 27, 2024 · 5:25 PM UTC",True,False,,[],{},"{'comments': 17, 'retweets': 65, 'quotes': 2, 'likes': 188}",['https://pbs.twimg.com/media/GdaGww5WMAAeWc1.jpg'],[],[]
27,https://twitter.com/Joshkirby710/status/1862158049047113886#m,CFB Happy Thanksgiving 🦃  Time to eat!! 😆🙂‍↔️ cfbgenerator.com #cfbgenerator $CFB and $Qubic qubic.org cfbtoken.com  Join the discord  mee6.xyz/i/5cYmYlEaAv $Qubic @_Qubic_ $CFB @c_f_b_token #Memecoin #StockMarket #Crypto #AI #Qubic #CFB #altcoin #decentralized #money #PEPE #solmemecoins,"{'name': 'ױ kirby ױ', 'username': '@Joshkirby710', 'profile_id': '1797321506273521664', 'avatar': 'https://pbs.twimg.com/profile_images/1797321506273521664/HnZ_vX1C_bigger.jpg'}","Nov 28, 2024 · 3:34 PM UTC",True,False,,[],{},"{'comments': 2, 'retweets': 8, 'quotes': 0, 'likes': 31}",[],['https://video.twimg.com/amplify_video/1862157992130416640/vid/avc1/592x1072/DzwcgdWc4AQ7KJ53.mp4?tag=16'],[]
28,https://twitter.com/AmnGrow3978/status/1862491766332825821#m,🔎 Why #adanigreenenergy is a wealth destroyer 🤔 🔴 its Debts to Equity Ratio:-8.29 very very Risky Don't  ignore it 😓  Only for educational purpose #Adani #sharemarket #StockMarket #StockMarketUpdate #stockmarketsindia #stockmarketcrash #niftycrash #NiftyBank #Nifty50 #nifty,"{'name': 'Amn Grow (trader)', 'username': '@AmnGrow3978', 'profile_id': '1798709941613797376', 'avatar': 'https://pbs.twimg.com/profile_images/1798709941613797376/IYciweu9_bigger.png'}","Nov 29, 2024 · 1:40 PM UTC",False,False,,[],{},"{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}","['https://pbs.twimg.com/media/GdjmYNqXkAA7xwn.jpg', 'https://pbs.twimg.com/media/GdjmYW-WgAA-2wg.jpg']",[],[]
29,https://twitter.com/Neerajb99439353/status/1862491703720177819#m,"These days, IPOs aren't about long-term investment anymore—it's all about those sweet listing gains. 📈💰 #IPO #StockMarket #TradingMindset #StockMarket #TradingWoes #Hurts #INR #market #portfolio #market #tradingstrategy #ChampionsTrophy2025 #Indians","{'name': 'Neeraj bhatt', 'username': '@Neerajb99439353', 'profile_id': '1389498354631995392', 'avatar': 'https://pbs.twimg.com/profile_images/1389498354631995392/gOI2jslf_bigger.jpg'}","Nov 29, 2024 · 1:40 PM UTC",False,False,,[],{},"{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}",[],[],[]
30,https://twitter.com/HedgeFundTips/status/1862491646195061005#m,Coming up on @YahooFinance at 10:05 am to talk #StockMarket.  Tune in if you are free: https://www.youtube.com/live/OAHHA27td-A?si=LQgKKBsekeZPu1HI,"{'name': 'Thomas J. Hayes', 'username': '@HedgeFundTips', 'profile_id': '1575651149990035457', 'avatar': 'https://pbs.twimg.com/profile_images/1575651149990035457/g11Rgjzo_bigger.jpg'}","Nov 29, 2024 · 1:39 PM UTC",False,False,,[],{},"{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 2}",[],[],[]
31,https://twitter.com/Gaurav_7887/status/1862394856456560891#m,"📊This Hidden GEM is Set to 4X  📌| CMP 46  TARGET 🎯 160++💸  🍀Follow , Retweet and Comment ‘done’  to get stock name in your DM📥  𝐉𝐨𝐢𝐧 𝐨𝐮𝐫 𝐓𝐞𝐥𝐞𝐠𝐫𝐚𝐦 𝐜𝐡𝐚𝐧𝐧𝐞𝐥 🔗 https://t.me/gauravtiwari7887 #StockMarket #SwingTrading #HFCL #IREDA #OptionsTrading #nifty50 #IPOAlert #Multibagger #StocksToBuy #stockstowatch #StockMarketindia #Breakout #TataMotors #Ola","{'name': 'Gaurav Tiwari', 'username': '@Gaurav_7887', 'profile_id': '1812531991423647744', 'avatar': 'https://pbs.twimg.com/profile_images/1812531991423647744/GB9LRNn7_bigger.jpg'}","Nov 29, 2024 · 7:15 AM UTC",True,False,,[],{},"{'comments': 52, 'retweets': 37, 'quotes': 3, 'likes': 42}",['https://pbs.twimg.com/media/GdiOPh_boAIBIR7.jpg'],[],[]
32,https://twitter.com/raj_aarem/status/1862491253398482972#m,Bonus shares were announced by Vaishali pharma and ex bonus date was fixed on 15 Oct 2024. Though  price was adjusted for bonus shares. I am yet to receive those bonus shares. Can you help? @zerodhaonline @ Vaishalipharma  #StockMarket,"{'name': 'Raj Mohan', 'username': '@raj_aarem', 'profile_id': '1814302230406893568', 'avatar': 'https://pbs.twimg.com/profile_images/1814302230406893568/MrTutRcV_bigger.jpg'}","Nov 29, 2024 · 1:38 PM UTC",False,False,,[],{},"{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",[],[],[]
33,https://twitter.com/vikram_lingam/status/1862491066785833238#m,Wait for some exciting AI and ML features on MoolyaVeda.in #StockMarket #investments #Startups #Technology,"{'name': 'Vikram', 'username': '@vikram_lingam', 'profile_id': '1763442699384864768', 'avatar': 'https://pbs.twimg.com/profile_images/1763442699384864768/gjxgUWiG_bigger.jpg'}","Nov 29, 2024 · 1:37 PM UTC",True,False,,[],{},"{'comments': 0, 'retweets': 1, 'quotes': 0, 'likes': 0}",[],[],[]
34,https://twitter.com/mybookmojo/status/1862366126543708363#m,Hammer Candlestick📊  Learn & Practice📈 #stocks #trading #stockmarket,"{'name': 'Mybookmojo', 'username': '@mybookmojo', 'profile_id': '1694592642846208000', 'avatar': 'https://pbs.twimg.com/profile_images/1694592642846208000/G-Z1kBfc_bigger.jpg'}","Nov 29, 2024 · 5:21 AM UTC",True,False,,[],{},"{'comments': 2, 'retweets': 21, 'quotes': 1, 'likes': 138}",['https://pbs.twimg.com/media/GdhYyItaYAAT-C_.jpg'],[],[]
35,https://twitter.com/allupent/status/1862491052478758933#m,Just so you know!!! Get in and work quickly! 📈 🧑‍💻 #StockMarket #stockmarkets #StocksToBuy #Trump #WallStreet #bonds #CryptoNews,"{'name': 'All Up Entertainment 🏁', 'username': '@allupent', 'profile_id': '1654626205457588224', 'avatar': 'https://pbs.twimg.com/profile_images/1654626205457588224/hTsfubdB_bigger.jpg'}","Nov 29, 2024 · 1:37 PM UTC",False,False,,[],{},"{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",['https://pbs.twimg.com/media/GdjlvjNXIAAs9pS.jpg'],[],[]
36,https://twitter.com/suncryp_academy/status/1861638797722853699#m,"🚨JUST IN: #Valour, the crypto fund issuer, has introduced the first exchange-traded product (ETP) for #Dogecoin, the well-known memecoin, according to a Nov. 26 announcement from Valour's parent firm, #DeFi Technologies.  The ETP will trade on Sweden's Spotlight #StockMarket, giving regular and institutional investors access to the world's largest memecoin by market capitalization.  #DOGE #DogecoinToTheMoon #dogeusdt #suncrypto","{'name': 'SunCrypto Academy', 'username': '@suncryp_academy', 'profile_id': '1686335677481488385', 'avatar': 'https://pbs.twimg.com/profile_images/1686335677481488385/1ruV5Sax_bigger.jpg'}","Nov 27, 2024 · 5:10 AM UTC",True,False,,[],{},"{'comments': 5, 'retweets': 9, 'quotes': 0, 'likes': 29}",[],['https://video.twimg.com/ext_tw_video/1861638718937051136/pu/vid/avc1/498x280/cdS1VdE0ZMYO526D.mp4?tag=12'],[]
37,https://twitter.com/manojsharma_1/status/1862271882470273049#m,FIIs are selling...DIIs not buying...It's pulled down NSE and BSE down on 28 November.  What will happen today? Will it go down further?  @NSEIndia @BSEIndia #StockMarket #stockmarkets,"{'name': 'Manoj Sharma', 'username': '@manojsharma_1', 'profile_id': '646016434686943232', 'avatar': 'https://pbs.twimg.com/profile_images/646016434686943232/OtcN0Q1c_bigger.jpg'}","Nov 28, 2024 · 11:06 PM UTC",True,False,,[],{},"{'comments': 0, 'retweets': 1, 'quotes': 0, 'likes': 2}",['https://pbs.twimg.com/media/GdgeXszXUAE1Xtz.jpg'],[],[]
38,https://twitter.com/Stock_marketIND/status/1862466147125535175#m,Adani Green  The stock has recovered almost completely from the steep fall🔻due to the allegations on #Adani regarding bribery.  Surged 22% ⬆️ today  All the Adani stocks are in green🟢  Even Adani Energy Solutions stock surged 16% ⬆️ today.  #StockMarket #Nifty #stocks #Crypto,"{'name': 'Stock Market India 🇮🇳', 'username': '@Stock_marketIND', 'profile_id': '1829980987062640640', 'avatar': 'https://pbs.twimg.com/profile_images/1829980987062640640/64qMjMNQ_bigger.jpg'}","Nov 29, 2024 · 11:58 AM UTC",True,False,,[],{},"{'comments': 1, 'retweets': 1, 'quotes': 0, 'likes': 2}","['https://pbs.twimg.com/media/GdjPFgYXMAAO5v4.jpg', 'https://pbs.twimg.com/media/GdjPFd9WwAAjutr.jpg']",[],[]
